,domain_name,field_name,subfield_name,name
61395,Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Biomass and Bioenergy in the Bioeconomy
61678,Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",High-Temperature Superconductivity in Iron-Based Materials
61799,Health Sciences,Health Professions,Speech and Hearing,Ankyloglossia and its Impact on Breastfeeding and Speech
62076,Physical Sciences,Engineering,Media Technology,Remote Laboratories in Engineering Education
62174,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Ecology and Behavior of Bats
62294,Physical Sciences,Computer Science,Information Systems,Recommender System Technologies
62377,Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,Diagnosis and Management of Pericardial Diseases
62500,Physical Sciences,Environmental Science,Environmental Engineering,Carbon Dioxide Sequestration in Geological Formations
62637,Physical Sciences,Computer Science,Computational Theory and Mathematics,Complexity Theory and Emergent Systems
62705,Health Sciences,Health Professions,Health Information Management,Impact of Healthcare Accreditation on Quality Improvement
62811,Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,Economics of Military Expenditure and Growth
62862,Social Sciences,Decision Sciences,Management Science and Operations Research,System Dynamics Modeling and Applications
62916,Health Sciences,Medicine,Rheumatology,Heterotopic Ossification and Fibrodysplasia Ossificans Progressiva
62958,Physical Sciences,Engineering,Electrical and Electronic Engineering,Electrowetting in Microfluidics and Optics
62964,Physical Sciences,Mathematics,Statistics and Probability,Skew Distributions and Applications in Statistics
62967,Life Sciences,Agricultural and Biological Sciences,Plant Science,Genetics and Epidemiology of Plant Pathogens
62972,Physical Sciences,Environmental Science,Ecology,Remote Sensing in Vegetation Monitoring and Phenology
63006,Physical Sciences,Computer Science,Artificial Intelligence,Model-Based Clustering with Mixture Models
63028,Physical Sciences,Computer Science,Signal Processing,Clustering of Time Series Data and Algorithms
63142,Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,Face Recognition and Dimensionality Reduction Techniques
63262,Physical Sciences,Engineering,Aerospace Engineering,Nuclear Reactor Technology and Development
63386,Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,Impacts of Food Prices on Consumption and Poverty
63419,Physical Sciences,Engineering,Biomedical Engineering,Biomechanics of Running-Related Injuries
63595,Social Sciences,Social Sciences,Education,Vocational Education and Training in Australia
63797,Life Sciences,Agricultural and Biological Sciences,Food Science,Compositional and Nutritional Aspects of Camel Milk
63850,Physical Sciences,Computer Science,Computer Science Applications,Educational Data Mining and Learning Analytics
64013,Social Sciences,Arts and Humanities,Literature and Literary Theory,"Kafka, Weber, and Modernist Literature"
64023,Social Sciences,Social Sciences,Life-span and Life-course Studies,Physical Activity and Sports Research
64187,Physical Sciences,Computer Science,Computational Theory and Mathematics,Topological Data Analysis in Science and Engineering
64269,Social Sciences,Decision Sciences,Information Systems and Management,Impact of Big Data on Society and Industry
64347,Physical Sciences,Earth and Planetary Sciences,Atmospheric Science,Arctic Permafrost Dynamics and Climate Change
64395,Social Sciences,Arts and Humanities,Archeology,Ancient Near Eastern Studies and Civilizations
64406,Physical Sciences,Physics and Astronomy,Condensed Matter Physics,Hydrodynamics of Active Matter
64603,Physical Sciences,Earth and Planetary Sciences,Earth-Surface Processes,Sedimentary Processes in Earth's Geology
64620,Physical Sciences,Computer Science,Computer Networks and Communications,Distributed Grid Computing Systems
64706,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Notch Signaling Pathway in Development and Disease
64827,Social Sciences,Social Sciences,Law,Visual Jurisprudence and Legal Semiotics
64859,Social Sciences,Decision Sciences,Management Science and Operations Research,Experimental Design and Optimization Methods
64886,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Photonic Crystals
64912,Physical Sciences,Mathematics,Geometry and Topology,Symplectic Topology and Knot Invariants
64997,Life Sciences,Agricultural and Biological Sciences,Plant Science,Lignin Degradation by Enzymes in Bioremediation
65046,Health Sciences,Medicine,Surgery,Prevention and Management of Postoperative Nausea and Vomiting
65117,Health Sciences,Medicine,Surgery,Kikuchi-Fujimoto Disease Analysis and Management
65120,Physical Sciences,Engineering,Biomedical Engineering,Two-Photon Microfabrication Techniques
65168,Health Sciences,Medicine,Surgery,Surgical Suture Materials and Techniques
65179,Health Sciences,Medicine,Epidemiology,Epidemiology and Management of Fungal Skin Infections
65286,Physical Sciences,Environmental Science,Global and Planetary Change,Impact of Aquaculture on Marine Ecosystems and Food Supply
65339,Physical Sciences,Materials Science,Materials Chemistry,Catalytic Nanomaterials
65391,Social Sciences,Decision Sciences,Management Science and Operations Research,Data Quality Assessment and Improvement
65631,Health Sciences,Health Professions,Occupational Therapy,Assistive Technology and Disabilities
65671,Social Sciences,Social Sciences,Linguistics and Language,Sociolinguistic Variation and Language Change
65790,Social Sciences,Social Sciences,Demography,Workplace Spirituality and Organizational Performance
65976,Life Sciences,Agricultural and Biological Sciences,Plant Science,Gamma-Aminobutyric Acid Metabolism in Plants
66145,Life Sciences,Agricultural and Biological Sciences,Plant Science,Urban Agriculture and Community Development
66259,Social Sciences,Psychology,Clinical Psychology,Historical Development of Psychiatry and Mental Health
66428,Health Sciences,Medicine,Pharmacology,Scientific and Medical Aspects of Ozone Therapy
66528,Social Sciences,Social Sciences,Communication,Collaboration and Dynamics in Wikipedia Research
66601,Social Sciences,Social Sciences,Sociology and Political Science,Immigrant Entrepreneurship in Advanced Economies
66605,Physical Sciences,Earth and Planetary Sciences,Oceanography,Dynamics of Ocean Surface Waves and Wind Interaction
66607,Social Sciences,Social Sciences,Law,Eminent Domain and Property Rights
66633,Social Sciences,Decision Sciences,Information Systems and Management,Interdisciplinary Research and Collaboration
66704,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Role of Carbonic Anhydrases in Medicine and Biotechnology
66828,Health Sciences,Health Professions,Speech and Hearing,Development and Care of Infant Skin
66861,Physical Sciences,Chemistry,Inorganic Chemistry,Synthesis and Characterization of Inorganic Pigments
66885,Social Sciences,Social Sciences,Law,Impact of Legal Education on Society and Professionals
66952,Physical Sciences,Engineering,Biomedical Engineering,Optical Coherence Tomography Imaging
66960,Health Sciences,Medicine,Surgery,Branchial Anomalies and Thyroid Abnormalities
67057,Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",Rebound Effect on Energy Efficiency and Consumption
67106,Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",Global Economic Development and Governance
67273,Social Sciences,Social Sciences,Sociology and Political Science,Human Rights and Development in Global Governance
67287,Physical Sciences,Environmental Science,Ecology,Application of Stable Isotopes in Trophic Ecology
67296,Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",Microalgae as a Source for Biofuels Production
67548,Social Sciences,Social Sciences,Gender Studies,Gender Dynamics in Armed Conflict and Security
67594,Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",Applications of Plasma in Medicine and Biology
67635,Life Sciences,Agricultural and Biological Sciences,Plant Science,Impact of Farming on Health and Safety
67648,Social Sciences,Social Sciences,Education,Transformative Potential of Blended Learning in Education
67758,Physical Sciences,Computer Science,Signal Processing,Characterization and Detection of Android Malware
67774,Social Sciences,Psychology,Clinical Psychology,Impact of Mental Illness on Family Caregivers
68341,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,Cellular Response to Osmotic Stress and Metabolism
68507,Social Sciences,Social Sciences,Education,Teaching and Learning in Higher Education
68510,Health Sciences,Medicine,Pulmonary and Respiratory Medicine,Biomechanics of Traumatic Brain Injury
68559,Physical Sciences,Environmental Science,Ecology,Avian Ecology and Climate Change Impacts
68693,Social Sciences,Social Sciences,Urban Studies,Challenges of Urban Poverty and Development
68791,Life Sciences,Agricultural and Biological Sciences,Plant Science,Mechanisms of Plant Immune Response
69017,Social Sciences,Social Sciences,Political Science and International Relations,Hubris Syndrome in Leadership and Politics
69230,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,Biological Activities of Sesquiterpene Lactones in Cancer
69505,Social Sciences,Psychology,Experimental and Cognitive Psychology,Prospective Memory Retrieval and Aging
69745,Life Sciences,Agricultural and Biological Sciences,Aquatic Science,Bioactive Compounds in Seaweed
69806,Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",Liquid Crystal Research
70013,Physical Sciences,Chemistry,Organic Chemistry,Chemistry and Biological Activities of Organotin Compounds
70199,Social Sciences,Arts and Humanities,Archeology,Ancient Egyptian Studies and Linguistics
70406,Life Sciences,Immunology and Microbiology,Immunology,Role of Pentraxins in Innate Immunity and Inflammation
70436,Health Sciences,Medicine,Surgery,Etiology and Management of Abdominal Wall Defects
70575,Physical Sciences,Engineering,Electrical and Electronic Engineering,Electrochemical Biosensor Technology
70601,Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,Visual Question Answering in Images and Videos
70741,Physical Sciences,Engineering,Ocean Engineering,Modeling Pedestrian Dynamics and Evacuations
70803,Physical Sciences,Engineering,Electrical and Electronic Engineering,CMOS Image Sensor Technology
70853,Social Sciences,Social Sciences,Education,Factors Affecting Higher Education Outcomes and Experiences
70914,Social Sciences,Social Sciences,Health,Indigenous Health Disparities and Decolonization
70936,Life Sciences,Agricultural and Biological Sciences,Soil Science,Land Tenure and Property Rights in Agriculture
71064,Social Sciences,Social Sciences,Gender Studies,Gender Representation in Educational Materials
71065,Social Sciences,"Business, Management and Accounting",Strategy and Management,Coopetition in Business Networks and Innovation
