,author_name,bin,domain_name,first_author,author_corresponding,counts,work_citedby,Summary_Country,Summary_Institution
32797,Maddie Hasson,6,Life Sciences,0,0,2,0,,
32798,Maddie Hasson,6,Physical Sciences,0,0,1,0,,
32799,Maddison Laney,6,Life Sciences,0,0,1,0,,
32800,Maddison Laney,6,Physical Sciences,0,0,1,1,,Atlanta VA Medical Center:1;
32801,Madeeha Subhan Waleed,6,Health Sciences,0,0,1,0,,
32802,Madeha Khan,6,Health Sciences,0,0,1,0,,
32803,Madeleine Barker,6,Health Sciences,0,0,1,0,CA:1;,Vancouver General Hospital:1;
32804,Madeleine E. Hackney,3,Health Sciences,4,2,6,381,,Atlanta Medical Center:1;Atlanta VA Health Care System:2;Atlanta VA Medical Center:2;
32805,Madeleine E. Hackney,3,Social Sciences,1,0,2,4,,
32806,Madeleine E. Hackney,4,Health Sciences,4,5,14,352,,Atlanta VA Health Care System:7;Atlanta VA Medical Center:3;
32807,Madeleine E. Hackney,4,Physical Sciences,0,0,2,365,,Atlanta VA Health Care System:1;Geriatric Research Education and Clinical Center:1;
32808,Madeleine E. Hackney,4,Social Sciences,0,0,1,73,,Atlanta VA Health Care System:1;Geriatric Research Education and Clinical Center:1;
32809,Madeleine E. Hackney,5,Health Sciences,4,8,21,208,,Atlanta VA Health Care System:5;Emory and Henry College:1;National Institutes of Health:1;
32810,Madeleine E. Hackney,5,Life Sciences,0,0,5,19,,Atlanta VA Health Care System:1;
32811,Madeleine E. Hackney,5,Physical Sciences,0,0,1,0,,
32812,Madeleine E. Hackney,5,Social Sciences,0,1,3,21,,Atlanta VA Health Care System:1;Geriatric Research Education and Clinical Center:1;
32813,Madeleine E. Hackney,6,Health Sciences,1,14,30,128,,Atlanta VA Health Care System:7;Atlanta VA Medical Center:1;Geriatric Research Education and Clinical Center:2;
32814,Madeleine E. Hackney,6,Life Sciences,0,2,6,10,,Atlanta VA Health Care System:2;Geriatric Research Education and Clinical Center:1;
32815,Madeleine E. Hackney,6,Physical Sciences,0,0,2,0,,
32816,Madeleine E. Hackney,6,Social Sciences,0,1,7,16,,Atlanta VA Health Care System:1;Emory and Henry College:1;
32817,Madeleine F. Cohen,6,Health Sciences,1,1,1,1,,
32818,Madeleine F. Cohen,6,Social Sciences,2,2,3,12,,
32819,Madeleine Goldstein,6,Health Sciences,2,1,5,42,,Children's Healthcare of Atlanta:2;
32820,Madeleine P. Koenig,6,Life Sciences,0,0,2,8,,
32821,Madeleine Patrick,6,Health Sciences,1,0,7,44,,
32822,Madeleine Patrick,6,Social Sciences,0,0,3,18,,
32823,Madeleine Zeiler,6,Health Sciences,0,0,3,10,,
32824,Madeline Ballard,6,Social Sciences,0,0,1,0,,Brigham Young University:1;
32825,Madeline Balser,6,Social Sciences,0,0,2,0,,University of Colorado Denver:2;
32826,Madeline Cancian,6,Health Sciences,0,0,1,0,,
32827,Madeline J. Price,4,Life Sciences,1,0,1,0,,
32828,Madeline J. Price,5,Health Sciences,2,0,4,119,,
32829,Madeline J. Price,5,Life Sciences,2,0,8,286,,
32830,Madeline J. Price,6,Life Sciences,2,0,7,47,,
32831,Madeline Jones,6,Physical Sciences,0,0,1,0,,
32832,Madeline M. Dekarske,5,Health Sciences,0,0,3,181,,
32833,Madeline M. Dekarske,6,Health Sciences,1,0,1,2,,
32834,Madeline Mei,6,Health Sciences,2,0,2,3,,Georgia Institute of Technology:1;
32835,Madeline Pike,5,Social Sciences,0,0,1,11,,
32836,Madeline Pike,6,Health Sciences,0,0,1,1,,Temple College:1;Temple University:2;
32837,Madeline Pike,6,Social Sciences,0,0,1,2,,
32838,Madeline T. Olivier,6,Health Sciences,0,0,1,0,,
32839,Madeline Wetterhall,6,Health Sciences,2,0,2,1,,Augusta University:2;
32840,Madelyn C. Houser,3,Life Sciences,0,0,1,74,,
32841,Madelyn C. Houser,4,Health Sciences,2,0,4,478,,
32842,Madelyn C. Houser,4,Life Sciences,0,0,1,83,,
32843,Madelyn C. Houser,5,Health Sciences,1,1,11,418,,
32844,Madelyn C. Houser,5,Life Sciences,0,0,2,63,,
32845,Madelyn C. Houser,6,Health Sciences,2,2,13,837,,
32846,Madelyn C. Houser,6,Life Sciences,2,0,7,67,,
32847,Madelyn C. Houser,6,Physical Sciences,1,0,2,5,,Farmworker Association of Florida:1;
32848,Madelyn D. Yaceczko,6,Life Sciences,0,0,1,1,,
32849,Madelyn S. Carlson,6,Social Sciences,0,0,1,0,,
32850,Madelyn Yaceczko,6,Life Sciences,0,0,2,0,,
32851,Madhav V. Dhodapkar,5,Health Sciences,4,7,45,1645,,Yale University:2;
32852,Madhav V. Dhodapkar,5,Life Sciences,2,1,7,150,,
32853,Madhav V. Dhodapkar,6,Health Sciences,8,10,98,808,DE:1;,Leipzig University:1;Oglethorpe University:1;Piedmont Cancer Institute:2;
32854,Madhav V. Dhodapkar,6,Life Sciences,3,3,9,33,,
32855,Madhav Vishnu Dhodapkar,6,Health Sciences,0,0,2,0,,
32856,Madhu Manivannan,6,Physical Sciences,0,0,1,6,,
32857,Madhukar H. Trivedi,6,Life Sciences,0,0,1,0,,The University of Texas Southwestern Medical Center:3;
32858,Madhumitha Manivannan,6,Health Sciences,1,0,2,0,,
32859,Madhumitha Manivannan,6,Physical Sciences,0,0,1,1,,
32860,Madhur T Sancheti,6,Health Sciences,0,0,1,1,,
32861,Madhura S. Rane,6,Life Sciences,0,0,1,58,,California Department of Public Health:2;
32862,Madhuri Dasari,5,Health Sciences,1,0,1,7,,
32863,Madhuri Dasari,6,Health Sciences,0,0,2,11,,Florida State University:1;
32864,Madhuri Dasari,6,Life Sciences,1,0,1,1,,Florida State University:1;
32865,Madhuri Hegde,1,Health Sciences,0,0,1,20,,
32866,Madhuri Hegde,1,Life Sciences,1,0,2,850,,
32867,Madhuri Hegde,2,Health Sciences,1,1,3,91,,Baylor College of Medicine:1;
32868,Madhuri Hegde,2,Life Sciences,0,1,7,256,,
32869,Madhuri Hegde,3,Health Sciences,1,0,6,248,,
32870,Madhuri Hegde,3,Life Sciences,3,6,35,2701,,
32871,Madhuri Hegde,4,Health Sciences,0,0,6,65,,
32872,Madhuri Hegde,4,Life Sciences,1,3,24,23855,,
32873,Madhuri Hegde,5,Health Sciences,0,1,4,105,,PerkinElmer (United States):1;
32874,Madhuri Hegde,5,Life Sciences,1,3,8,443,,Georgia Institute of Technology:2;PerkinElmer (United States):3;University of Alabama at Birmingham:1;
32875,Madhuri Hegde,6,Health Sciences,0,0,2,4,,PerkinElmer (United States):1;
32876,Madhuri Hegde,6,Life Sciences,0,0,1,0,,PerkinElmer (United States):1;
32877,Madhusmita Behera,2,Health Sciences,1,2,3,25,,
32878,Madhusmita Behera,3,Health Sciences,8,0,20,329,,
32879,Madhusmita Behera,3,Life Sciences,0,0,2,40,,Sidney Kimmel Comprehensive Cancer Center:1;
32880,Madhusmita Behera,4,Health Sciences,9,3,43,1882,,Cedars-Sinai Medical Center:1;Piedmont Cancer Institute:7;
32881,Madhusmita Behera,4,Life Sciences,0,0,2,44,,
32882,Madhusmita Behera,5,Health Sciences,1,3,44,758,,Piedmont Cancer Institute:1;
32883,Madhusmita Behera,5,Life Sciences,0,0,2,54,,
32884,Madhusmita Behera,5,Physical Sciences,0,0,1,54,,
32885,Madhusmita Behera,6,Health Sciences,3,2,31,91,,Piedmont Cancer Institute:2;Technology Applications (United States):1;The Wallace H. Coulter Department of Biomedical Engineering:1;
32886,Madhusmita Behera,6,Life Sciences,0,0,2,21,,
32887,Madhusmita Behera,6,Social Sciences,0,0,1,0,,
32888,Madhuvanti M. Murphy,6,Social Sciences,0,0,1,0,BB:1;,University of the West Indies:1;
32889,Madiha Ahmed,6,Health Sciences,1,0,3,6,,Atlanta VA Medical Center:1;
32890,Madison Barton,6,Health Sciences,0,0,6,0,GB:1;,AID Atlanta:1;Durham VA Medical Center:4;eLearning Studios (United Kingdom):1;
32891,Madison C. Bangs,6,Health Sciences,0,0,1,4,,
32892,Madison Canning,6,Health Sciences,1,0,2,0,,Emory University Hospital:1;
32893,Madison Canning,6,Life Sciences,0,0,2,3,,
32894,Madison Canning,6,Social Sciences,0,0,1,0,,
32895,Madison Conduah,6,Life Sciences,0,0,1,10,,
32896,Madison Ellis,6,Health Sciences,0,0,20,988,,Children's Healthcare of Atlanta:3;Emory and Henry College:3;
32897,Madison Gabriella Lee,6,Health Sciences,0,0,1,20,,
32898,Madison H. Bondy,5,Health Sciences,0,0,2,15,,
32899,Madison H. Bondy,6,Health Sciences,0,0,1,11,,
32900,Madison L. Chimenti,6,Health Sciences,0,0,1,2,,
32901,Madison L. Chimenti,6,Life Sciences,0,0,3,8,,Children's Healthcare of Atlanta:1;
32902,Madison L. Shoaf,6,Health Sciences,1,0,2,5,,
32903,Madison M. Garvin,6,Social Sciences,0,0,1,3,,
32904,Madison Miller Stallings,6,Health Sciences,0,0,2,0,,
32905,Madison R. Bishop,5,Life Sciences,2,0,4,75,,
32906,Madison R. Bishop,6,Life Sciences,0,0,2,6,,
32907,Madison S. Dickey,6,Health Sciences,1,1,2,4,,
32908,Madison So,6,Health Sciences,0,0,1,3,,Vanderbilt Health:1;
32909,Madison Stout,6,Life Sciences,0,0,1,3,,Children's Healthcare of Atlanta:1;
32910,Madison Stout,6,Physical Sciences,0,0,1,0,,Center for Cancer and Blood Disorders:1;
32911,Madison Willson,6,Social Sciences,0,0,2,8,,
32912,Maduran Palaniswamy,6,Life Sciences,0,0,1,1,,
32913,Mae Velloso-Lyons,6,Physical Sciences,1,1,1,0,,
32914,Maegan L Brockman,6,Life Sciences,2,0,2,0,,
32915,Maegan L. Brockman,6,Health Sciences,0,0,1,0,,
32916,Maeve McNamara,6,Health Sciences,1,0,1,1,,
32917,Magali Taiel,2,Health Sciences,0,0,1,62,,
32918,Magali Taiel,6,Life Sciences,1,1,1,29,FR:12;,GenSight Biologics (France):12;
32919,Magdalena Johow,6,Health Sciences,0,0,1,20,CL:1;UY:1;,Agriaquaculture Nutritional Genomic Center:1;Icahn School of Medicine at Mount Sinai:1;Ministerio de Ganadería Agricultura y Pesca:1;
32920,Magdalena Krysiak,6,Life Sciences,0,0,1,1,,
32921,Magdalena Soldanska,5,Life Sciences,0,0,1,0,,Creative Commons:1;
32922,Magdalena Soldanska,6,Life Sciences,0,0,1,2,,Children's Healthcare of Atlanta:1;
32923,Magdalena Szaflarski,6,Health Sciences,0,0,1,0,,University of Alabama at Birmingham:2;
32924,Magdalene Yonker,6,Health Sciences,0,0,1,1,,Grady Memorial Hospital:1;
32925,Maggie C. Duncan,6,Life Sciences,0,0,1,3,CA:3;,Simon Fraser University:3;
32926,Maggie Clark,6,Physical Sciences,1,1,1,0,,
32927,Maggie E. Weber,6,Life Sciences,0,0,1,2,,
32928,Maggie Harrington,5,Health Sciences,0,0,1,5,,
32929,Maggie Harrington,6,Health Sciences,0,0,1,0,,
32930,Maggie J. Mataczynski,5,Health Sciences,0,0,2,11,,
32931,Maggie J. Mataczynski,6,Health Sciences,0,0,2,19,,
32932,Maggie Jones,6,Health Sciences,0,0,1,0,,
32933,Maggie Jones,6,Social Sciences,2,2,14,51,,National Bureau of Economic Research:2;
32934,Maggie L. Diller,4,Health Sciences,4,0,5,39,,Emory University Hospital:1;
32935,Maggie L. Diller,4,Life Sciences,1,0,1,100,,
32936,Maggie L. Diller,6,Health Sciences,3,3,10,17,,
32937,Maggie L. Diller,6,Social Sciences,2,2,2,1,,
32938,Maggie Parry,6,Health Sciences,0,0,7,1,,AID Atlanta:1;Durham VA Medical Center:6;
32939,Maggie Phillips,6,Health Sciences,1,0,7,12,,
32940,Maggie Popkin,6,Social Sciences,0,0,1,0,,
32941,Maggie Wang,6,Health Sciences,3,0,6,2,,
32942,Maggie Wang,6,Social Sciences,0,0,1,0,,University of Illinois at Chicago:1;
32943,Maha B. Lund,5,Health Sciences,0,0,1,0,,
32944,Maha B. Lund,5,Social Sciences,0,0,2,40,,
32945,Maha B. Lund,6,Health Sciences,0,0,2,18,,Elon University:1;
32946,Maha El Tantawi,6,Physical Sciences,0,0,1,25,,Institute for Health Metrics and Evaluation:1;
32947,Maha Rashid,6,Life Sciences,1,0,1,0,,
32948,Maha Rashid,6,Social Sciences,3,0,4,5,,
32949,Mahadev Prasad,2,Health Sciences,0,0,2,0,,Children's Healthcare of Atlanta:1;
32950,Mahadev Prasad,2,Life Sciences,0,0,3,2,,Children's Healthcare of Atlanta:1;
32951,Mahadev Prasad,3,Life Sciences,0,0,2,20,,
32952,Mahadev Prasad,4,Health Sciences,0,0,3,149,,
32953,Mahadev Prasad,4,Life Sciences,0,0,1,559,,
32954,Mahadev Prasad,5,Health Sciences,0,0,2,2,,
32955,Mahadev Prasad,5,Life Sciences,0,0,2,2239,,
32956,Mahadev Prasad,6,Health Sciences,0,0,5,2,,Atlanta VA Medical Center:1;
32957,Mahadev Prasad,6,Life Sciences,0,0,2,0,,
32958,Mahajabin Rahman,6,Life Sciences,1,0,1,0,,
32959,Mahajabin Rahman,6,Physical Sciences,2,0,3,6,,
32960,Mahati Mokkarala,6,Health Sciences,1,0,2,0,,Brigham and Women's Hospital:1;Mallinckrodt (United States):1;
32961,Mahauganee D. Shaw Bonds,6,Physical Sciences,1,0,1,0,,Georgia Institute of Technology:1;
32962,Mahbubur Rahman,6,Health Sciences,0,0,1,12,BD:23;,"Institute of Epidemiology, Disease Control and Research:2;International Centre for Diarrhoeal Disease Research:21;"
32963,Mahek Shah,6,Health Sciences,0,0,1,0,,
32964,Maher Alharthi,6,Health Sciences,0,0,1,4,,
32965,Maher Alharthi,6,Life Sciences,0,0,1,5,,
32966,Mahesh Kasthuri,5,Health Sciences,1,0,3,33,,
32967,Mahesh Kasthuri,6,Health Sciences,0,0,5,31,,Children's Healthcare of Atlanta:5;
32968,Mahfuz Hoq,5,Health Sciences,0,0,1,1,,
32969,Mahfuz Hoq,6,Health Sciences,0,0,1,4,,Bridgeport Hospital:1;
32970,Mahfuzur Rahman,6,Life Sciences,1,1,1,10,,Athinoula A. Martinos Center for Biomedical Imaging:1;Center for Translational Research in Neuroimaging and Data Science:2;
32971,Mahlon R. DeLong,0,Health Sciences,0,0,6,578,,University of Rochester:1;
32972,Mahlon R. DeLong,1,Health Sciences,1,0,5,1359,,
32973,Mahlon R. DeLong,1,Life Sciences,1,0,2,98,,
32974,Mahlon R. DeLong,1,Social Sciences,0,1,1,217,,
32975,Mahlon R. DeLong,2,Health Sciences,2,0,11,1858,,
32976,Mahlon R. DeLong,3,Health Sciences,2,1,11,2241,,
32977,Mahlon R. DeLong,4,Health Sciences,1,1,13,1139,,
32978,Mahlon R. DeLong,4,Physical Sciences,1,0,1,0,,The Neurological Institute:1;
32979,Mahlon R. DeLong,5,Health Sciences,2,2,5,191,,National Institute of Allergy and Infectious Diseases:1;
32980,Mahlon R. DeLong,6,Health Sciences,0,0,10,78,,
32981,Mahmoud Abdou,3,Health Sciences,1,0,3,1,,
32982,Mahmoud Abdou,3,Life Sciences,0,0,1,0,,
32983,Mahmoud Abdou,4,Health Sciences,1,1,1,1,,
32984,Mahmoud Abdou,6,Health Sciences,0,0,2,7,,Emory Healthcare:1;
32985,Mahmoud Abdou,6,Physical Sciences,0,0,4,22,,
32986,Mahmoud El‐Tamer,6,Health Sciences,0,0,1,1,,St. Luke's University Health Network:1;
32987,Mahmoud Kallash,6,Health Sciences,0,0,1,0,,Nationwide Children's Hospital:4;The Ohio State University Wexner Medical Center:1;Yale University:1;
32988,Mahmoud Mohammaden,5,Health Sciences,6,0,9,179,EG:2;,Grady Memorial Hospital:4;South Valley University:2;
32989,Mahmoud Mohammaden,6,Health Sciences,15,0,70,736,,Boston Medical Center:1;Grady Memorial Hospital:39;Marcus (United States):1;
32990,Mahmoud Suleiman,6,Social Sciences,0,0,1,4,,
32991,Mahmoud Zeydabadinezhad,6,Health Sciences,0,1,1,0,,
32992,Mahmoud Zeydabadinezhad,6,Life Sciences,5,2,6,6,,
32993,Mahmuda Sharmin,6,Social Sciences,2,2,2,1,,
32994,Mahmut Demirturk,6,Life Sciences,1,0,2,0,,
32995,Mahnoor Khan,6,Health Sciences,0,0,1,0,,
32996,Maho A. Ishiguro,6,Social Sciences,1,0,1,0,,
32997,Mahsa Shokouhi,5,Health Sciences,1,0,6,90,,
32998,Mahsa Shokouhi,5,Life Sciences,0,0,2,8,,
32999,Mahsa Shokouhi,6,Physical Sciences,0,0,1,4,,
33000,Mahshid Fouladivanda,6,Life Sciences,2,0,2,1,,Center for Translational Research in Neuroimaging and Data Science:2;
33001,Mahvish Muzaffar,6,Health Sciences,0,0,1,1,,St. Luke's University Health Network:1;
33002,Mai Huynh,6,Health Sciences,1,1,1,0,,
33003,Mai Kio,6,Health Sciences,0,0,1,0,,
33004,Maia Herrington,6,Physical Sciences,0,0,1,3,,University of Michigan–Ann Arbor:1;
33005,Maia R. Nofal,6,Health Sciences,1,1,1,3,ET:1;,Addis Ababa University:1;
33006,Maia Vierengel,6,Life Sciences,0,0,1,7,,
33007,Maicon Reus Engler,6,Health Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
33008,Maida S Chaudhry,6,Health Sciences,0,0,1,6,PK:1;,Dow University of Health Sciences:1;
33009,Maik Goette,6,Health Sciences,0,0,1,0,,
33010,Maik Pietzner,6,Life Sciences,0,0,1,0,GB:3;NL:1;,Addenbrooke's Hospital:1;Erasmus MC:1;MRC Epidemiology Unit:1;
33011,Maiko S. Teichmann,6,Life Sciences,0,0,1,0,,
33012,Maiko Sasaki,0,Life Sciences,0,0,1,5,AU:1;,"Centre For Digestive Diseases:1;University of Maryland, Baltimore:1;"
33013,Maiko Sasaki,1,Life Sciences,1,0,3,276,,
33014,Maiko Sasaki,2,Life Sciences,0,0,2,55,,
33015,Maiko Sasaki,3,Health Sciences,0,0,1,120,,
33016,Maiko Sasaki,3,Life Sciences,0,0,1,13,,
33017,Maiko Sasaki,5,Health Sciences,2,0,5,47,,Atlanta Medical Center:1;Atlanta VA Medical Center:1;Veterans Health Administration:3;
33018,Maiko Sasaki,5,Life Sciences,0,0,6,52,,Atlanta VA Medical Center:4;Veterans Health Administration:1;
33019,Maiko Sasaki,6,Health Sciences,1,0,3,9,,Atlanta Medical Center:1;Atlanta VA Medical Center:2;Veterans Health Administration:3;
33020,Maiko Sasaki,6,Life Sciences,0,0,1,0,,Atlanta VA Medical Center:1;
33021,Maitri Pancholy,6,Health Sciences,2,1,3,20,,Wills Eye Hospital:3;
33022,Maitri S. Mehta,6,Health Sciences,0,0,1,6,,Wills Eye Hospital:1;
33023,Maizie Lee,5,Physical Sciences,1,0,1,47,,
33024,Maizie Lee,6,Physical Sciences,1,0,3,34,,
33025,Maja Tasković,6,Physical Sciences,0,0,2,5,,
33026,Maja Wichhart Donzo,6,Health Sciences,0,0,2,0,,
33027,Maja Wichhart Donzo,6,Physical Sciences,0,0,1,0,,
33028,Maja Wichhart Donzo,6,Social Sciences,1,0,1,3,,
33029,Majd Soudan,5,Health Sciences,0,0,2,12,,
33030,Majd Soudan,6,Health Sciences,0,2,2,6,,
33031,Majd Soudan,6,Life Sciences,0,0,1,16,,Georgia Department of Public Health:1;
33032,Majd Soudan,6,Physical Sciences,0,0,1,2,,Northwestern University:1;
33033,Majid M. Alshamrani,6,Health Sciences,0,0,1,0,SA:2;,Alfaisal University:1;King Saud bin Abdulaziz University for Health Sciences:1;
33034,Makenna Ash,6,Health Sciences,2,0,7,6,,
33035,Makenna Ash,6,Life Sciences,1,0,2,0,,
33036,Makiah Nuutinen,5,Life Sciences,0,0,2,78,,
33037,Makiah Nuutinen,6,Life Sciences,0,0,7,21,,
33038,Makiah Nuutinen,6,Social Sciences,0,0,1,6,,
33039,Makoto Hibino,6,Health Sciences,11,4,17,19,CA:1;,Saint Joseph's Hospital:1;University of Toronto:1;
33040,Makoto Ibaraki,5,Health Sciences,0,0,1,18,,
33041,Makoto Ibaraki,6,Health Sciences,2,0,6,132,,
33042,Mala Ananth,6,Life Sciences,2,0,2,0,NL:1;,National Institutes of Health:1;Rutgers Sexual and Reproductive Health and Rights:1;
33043,Mala Shanmugam,3,Health Sciences,0,1,1,44,,
33044,Mala Shanmugam,4,Health Sciences,1,0,5,0,,
33045,Mala Shanmugam,4,Life Sciences,0,3,6,225,,
33046,Mala Shanmugam,5,Health Sciences,0,0,6,131,,
33047,Mala Shanmugam,5,Life Sciences,0,2,6,226,,
33048,Mala Shanmugam,6,Health Sciences,0,1,14,116,IT:1;,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori:1;Piedmont Cancer Institute:1;
33049,Mala Shanmugam,6,Life Sciences,0,2,5,64,,
33050,Malak Abedalthagafi,3,Health Sciences,0,0,2,2,,
33051,Malak Abedalthagafi,6,Health Sciences,1,4,11,11,BD:1;SA:2;,Emory University Hospital:1;Islamic University:1;King Abdulaziz City for Science and Technology:1;
33052,Malak Abedalthagafi,6,Life Sciences,0,1,1,0,,
33053,Malak Abedalthagafi,6,Social Sciences,0,0,1,0,,
33054,Malavika Murugan,6,Life Sciences,0,1,1,0,,
33055,Malavika Murugan,6,Social Sciences,0,2,4,5,,
33056,Malay Shah,6,Health Sciences,0,0,1,0,,
33057,Malena Sabaté Landman,6,Health Sciences,0,0,1,0,,
33058,Malena Sabaté Landman,6,Physical Sciences,2,2,3,2,GB:1;,University of Bath:1;
33059,Malick M. Gibani,6,Life Sciences,0,1,1,1,GB:1;,Imperial College London:1;
33060,Malik E. Juweid,6,Health Sciences,0,0,1,0,AE:1;,Dubai Health Authority:1;
33061,Malik Obideen,0,Health Sciences,1,1,1,0,,
33062,Malik Obideen,3,Health Sciences,0,0,4,0,,
33063,Malik Obideen,3,Life Sciences,0,0,1,0,,
33064,Malik Obideen,3,Physical Sciences,0,0,2,0,,
33065,Malik Obideen,4,Health Sciences,0,0,13,136,CH:2;,Malik Management (Switzerland):2;
33066,Malik Obideen,5,Health Sciences,0,0,15,450,,
33067,Malik Obideen,5,Life Sciences,0,0,5,103,,Emory Healthcare:1;
33068,Malik Obideen,6,Health Sciences,0,0,4,10,,Emory Clinic:1;
33069,Malik Obideen,6,Life Sciences,0,0,3,13,,
33070,Malika Danner,6,Physical Sciences,0,0,1,0,,"Rutgers, The State University of New Jersey:1;"
33071,Malika Elhage Hassan,6,Health Sciences,6,0,17,4,,
33072,Malika Elhage Hassan,6,Life Sciences,0,0,1,1,,Emory Clinic:1;
33073,Malinda Lowery,6,Social Sciences,0,0,1,1,,
33074,Malinda Wu,5,Health Sciences,4,0,5,13,,
33075,Malinda Wu,6,Health Sciences,6,3,7,16,,Children's Healthcare of Atlanta:3;Johns Hopkins Medicine:1;
33076,Malinda Wu,6,Life Sciences,0,0,1,0,,
33077,Malini Harigopal,2,Health Sciences,0,0,2,0,,Yale University:2;
33078,Malini Harigopal,6,Health Sciences,0,0,1,1,,Yale University:4;
33079,Malissa J. Wood,5,Health Sciences,0,0,1,219,,Harvard University:1;
33080,Malissa J. Wood,6,Health Sciences,0,0,1,0,,Beth Israel Deaconess Medical Center:1;Harvard University:2;Massachusetts General Hospital:4;
33081,Mallory A. Havens,6,Health Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
33082,Mallory E. Epting,6,Health Sciences,0,0,1,1,,
33083,Mallory E. Epting,6,Social Sciences,1,0,1,8,,
33084,Mallory Schneider,6,Health Sciences,0,0,2,4,,Children's Healthcare of Atlanta:2;
33085,Mallory Shields,6,Health Sciences,0,0,1,0,CH:1;,Intuitive Surgical (Switzerland):1;Intuitive Surgical (United States):4;
33086,Malú G. Tansey,2,Health Sciences,1,0,1,84,,
33087,Malú G. Tansey,2,Life Sciences,3,4,11,2078,,The University of Texas Southwestern Medical Center:1;
33088,Malú G. Tansey,3,Health Sciences,0,1,9,703,CZ:1;,"Czech Academy of Sciences, Institute of Physiology:1;"
33089,Malú G. Tansey,3,Life Sciences,0,1,14,554,,
33090,Malú G. Tansey,4,Health Sciences,2,2,14,395,,
33091,Malú G. Tansey,4,Life Sciences,1,5,13,740,,
33092,Malú G. Tansey,5,Health Sciences,2,6,18,479,,Florida College:4;University of Florida:9;University of Florida Health:1;
33093,Malú G. Tansey,5,Life Sciences,1,2,10,584,,Florida College:2;University of Florida:1;
33094,Malú G. Tansey,6,Health Sciences,0,0,10,382,,Florida College:3;University of Florida:3;
33095,Malú G. Tansey,6,Life Sciences,0,1,4,71,,University of Florida:6;University of Florida Health:1;
33096,Malú G. Tansey,6,Physical Sciences,0,0,1,5,,
33097,Mamadou Diop,6,Health Sciences,0,0,1,0,CA:1;,Florida State University:1;Lawson Health Research Institute:1;
33098,Mami Taniuchi,6,Health Sciences,0,0,1,12,,Engineering Systems (United States):1;Office of Infectious Diseases:1;University of Virginia:2;
33099,Mamodikoe Makhene,6,Health Sciences,0,0,1,46,CA:1;,ActionAid:2;McMaster University:1;National Institute of Allergy and Infectious Diseases:13;
33100,Mamoudou Harouna Djingarey,6,Health Sciences,0,0,1,0,,
33101,Mamta K. Jain,6,Health Sciences,0,0,1,160,,Parkland Health & Hospital System:4;The University of Texas Southwestern Medical Center:9;Vanderbilt University Medical Center:1;
